luts_num,bits,fp_accuracy,quant_accuracy,accuracy_drop
50,32,73.91927710843373,73.9210843373494,-0.0018072289156623178
50,31,73.91927710843373,73.9210843373494,-0.0018072289156623178
50,30,73.91927710843373,73.9210843373494,-0.0018072289156623178
50,29,73.91927710843373,73.9210843373494,-0.0018072289156623178
50,28,73.91927710843373,73.9210843373494,-0.0018072289156623178
50,27,73.91927710843373,73.9210843373494,-0.0018072289156623178
50,26,73.91927710843373,73.91144578313254,0.007831325301199676
50,25,73.91927710843373,73.91204819277108,0.007228915662649271
50,24,73.91927710843373,73.8975903614458,0.021686746987947814
50,23,73.91927710843373,73.8975903614458,0.021686746987947814
50,22,73.91927710843373,73.89638554216867,0.022891566265059726
50,21,73.91927710843373,73.91987951807228,-0.0006024096385504052
50,20,73.91927710843373,73.91987951807228,-0.0006024096385504052
50,19,73.91927710843373,73.90301204819278,0.01626506024096086
50,18,73.91927710843373,73.90421686746987,0.01506024096386005
50,17,73.91927710843373,73.8975903614458,0.021686746987947814
50,16,73.91927710843373,73.91506024096385,0.004216867469875041
50,15,73.91927710843373,73.91265060240964,0.006626506024098866
50,14,73.91927710843373,73.91084337349398,0.008433734939761184
50,13,73.91927710843373,73.91506024096385,0.004216867469875041
50,12,73.91927710843373,73.90963855421687,0.009638554216861994
50,11,73.91927710843373,73.92289156626506,-0.0036144578313246356
50,10,73.91927710843373,73.9210843373494,-0.0018072289156623178
50,9,73.91927710843373,73.89518072289157,0.02409638554217164
50,8,73.91927710843373,73.79939759036145,0.11987951807228558
50,7,73.91927710843373,73.65542168674699,0.2638554216867428
50,6,73.91927710843373,73.50963855421688,0.40963855421686235
50,5,73.91927710843373,72.74518072289156,1.174096385542167
50,4,73.91927710843373,57.808433734939754,16.110843373493978
50,3,73.91927710843373,44.69698795180722,29.22228915662651
40,FP32,73.355421686747,73.355421686747,0.0
40,32,73.355421686747,73.3578313253012,-0.002409638554212723
40,31,73.355421686747,73.3578313253012,-0.002409638554212723
40,30,73.355421686747,73.3578313253012,-0.002409638554212723
40,29,73.355421686747,73.3578313253012,-0.002409638554212723
40,28,73.355421686747,73.3578313253012,-0.002409638554212723
40,27,73.355421686747,73.3578313253012,-0.002409638554212723
40,26,73.355421686747,73.3578313253012,-0.002409638554212723
40,25,73.355421686747,73.32469879518072,0.030722891566270505
40,24,73.355421686747,73.31506024096386,0.0403614457831325
40,23,73.355421686747,73.30542168674698,0.050000000000005596
40,22,73.355421686747,73.30060240963854,0.054819277108442144
40,21,73.355421686747,73.30481927710844,0.050602409638556
40,20,73.355421686747,73.30060240963854,0.054819277108442144
40,19,73.355421686747,73.30421686746989,0.051204819277106406
40,18,73.355421686747,73.30783132530121,0.04759036144578177
40,17,73.355421686747,73.3277108433735,0.027710843373496274
40,16,73.355421686747,73.29277108433735,0.06265060240964182
40,15,73.355421686747,73.31024096385542,0.04518072289156905
40,14,73.355421686747,73.2855421686747,0.06987951807229109
40,13,73.355421686747,73.29759036144578,0.05783132530120527
40,12,73.355421686747,73.29036144578313,0.06506024096385454
40,11,73.355421686747,73.33253012048193,0.022891566265059726
40,10,73.355421686747,73.28614457831326,0.06927710843374069
40,9,73.355421686747,73.24939759036144,0.10602409638554855
40,8,73.355421686747,73.18734939759037,0.16807228915662886
40,7,73.355421686747,73.11385542168675,0.2415662650602446
40,6,73.355421686747,72.9066265060241,0.44879518072289404
40,5,73.355421686747,71.45240963855422,1.903012048192776
40,4,73.355421686747,57.34879518072289,16.0066265060241
40,3,73.355421686747,44.473493975903615,28.881927710843375
30,FP32,72.96265060240964,72.96265060240964,0.0
30,32,72.96265060240964,72.97048192771084,-0.007831325301199676
30,31,72.96265060240964,72.97048192771084,-0.007831325301199676
30,30,72.96265060240964,72.97048192771084,-0.007831325301199676
30,29,72.96265060240964,72.97048192771084,-0.007831325301199676
30,28,72.96265060240964,72.97048192771084,-0.007831325301199676
30,27,72.96265060240964,72.97048192771084,-0.007831325301199676
30,26,72.96265060240964,72.98493975903615,-0.02228915662650932
30,25,72.96265060240964,72.97409638554217,-0.011445783132524312
30,24,72.96265060240964,72.96325301204818,-0.0006024096385504052
30,23,72.96265060240964,72.96024096385543,0.002409638554212723
30,22,72.96265060240964,72.91746987951807,0.04518072289156905
30,21,72.96265060240964,72.91867469879519,0.043975903614457135
30,20,72.96265060240964,72.91265060240963,0.050000000000005596
30,19,72.96265060240964,72.93975903614458,0.022891566265059726
30,18,72.96265060240964,72.95301204819276,0.009638554216873096
30,17,72.96265060240964,72.97168674698796,-0.009036144578311589
30,16,72.96265060240964,72.90903614457831,0.05361445783133023
30,15,72.96265060240964,72.96024096385543,0.002409638554212723
30,14,72.96265060240964,72.9355421686747,0.02710843373494587
30,13,72.96265060240964,72.96325301204818,-0.0006024096385504052
30,12,72.96265060240964,72.91987951807228,0.042771084337356324
30,11,72.96265060240964,72.9066265060241,0.056024096385542954
30,10,72.96265060240964,72.92590361445784,0.036746987951807863
30,9,72.96265060240964,72.93132530120482,0.03132530120482091
30,8,72.96265060240964,72.84698795180724,0.11566265060241054
30,7,72.96265060240964,72.71084337349397,0.2518072289156681
30,6,72.96265060240964,72.56987951807228,0.3927710843373511
30,5,72.96265060240964,72.21144578313253,0.751204819277107
30,4,72.96265060240964,57.276506024096385,15.686144578313254
30,3,72.96265060240964,44.367469879518076,28.595180722891566
20,FP32,71.95722891566265,71.95722891566265,0.0
20,32,71.95722891566265,71.95602409638553,0.0012048192771119126
20,31,71.95722891566265,71.95602409638553,0.0012048192771119126
20,30,71.95722891566265,71.95602409638553,0.0012048192771119126
20,29,71.95722891566265,71.95602409638553,0.0012048192771119126
20,28,71.95722891566265,71.95602409638553,0.0012048192771119126
20,27,71.95722891566265,71.95602409638553,0.0012048192771119126
20,26,71.95722891566265,71.95662650602411,0.0006024096385504052
20,25,71.95722891566265,71.91867469879519,0.03855421686747018
20,24,71.95722891566265,71.89759036144578,0.05963855421686759
20,23,71.95722891566265,71.90542168674699,0.05180722891566791
20,22,71.95722891566265,71.90361445783132,0.05361445783133023
20,21,71.95722891566265,71.88493975903614,0.07228915662650381
20,20,71.95722891566265,71.89397590361446,0.06325301204819223
20,19,71.95722891566265,71.90421686746988,0.053012048192768724
20,18,71.95722891566265,71.93072289156626,0.026506024096384362
20,17,71.95722891566265,71.93614457831326,0.02108433734939741
20,16,71.95722891566265,71.8921686746988,0.06506024096385454
20,15,71.95722891566265,71.94457831325302,0.012650602409636225
20,14,71.95722891566265,71.91144578313254,0.04578313253011945
20,13,71.95722891566265,71.91506024096385,0.04216867469879482
20,12,71.95722891566265,71.90843373493976,0.04879518072289368
20,11,71.95722891566265,71.9210843373494,0.03614457831325746
20,10,71.95722891566265,71.88614457831325,0.071084337349403
20,9,71.95722891566265,71.86325301204819,0.09397590361446273
20,8,71.95722891566265,71.86566265060242,0.0915662650602389
20,7,71.95722891566265,71.694578313253,0.262650602409642
20,6,71.95722891566265,71.49337349397591,0.463855421686743
20,5,71.95722891566265,71.60903614457831,0.34819277108434354
20,4,71.95722891566265,56.938554216867466,15.018674698795188
20,3,71.95722891566265,43.494578313253015,28.46265060240964
10,FP32,70.34698795180722,70.34698795180722,0.0
10,32,70.34698795180722,70.34698795180722,0.0
10,31,70.34698795180722,70.34698795180722,0.0
10,30,70.34698795180722,70.34698795180722,0.0
10,29,70.34698795180722,70.34698795180722,0.0
10,28,70.34698795180722,70.34698795180722,0.0
10,27,70.34698795180722,70.34698795180722,0.0
10,26,70.34698795180722,70.32831325301206,0.018674698795173583
10,25,70.34698795180722,70.3289156626506,0.018072289156623178
10,24,70.34698795180722,70.28072289156626,0.06626506024096646
10,23,70.34698795180722,70.14819277108434,0.19879518072288827
10,22,70.34698795180722,70.26024096385542,0.08674698795180236
10,21,70.34698795180722,70.15722891566266,0.18975903614457668
10,20,70.34698795180722,70.24397590361446,0.10301204819277432
10,19,70.34698795180722,70.10903614457831,0.23795180722890885
10,18,70.34698795180722,70.12048192771084,0.22650602409638454
10,17,70.34698795180722,70.1644578313253,0.1825301204819274
10,16,70.34698795180722,70.11746987951807,0.22951807228915877
10,15,70.34698795180722,70.13975903614458,0.20722891566264945
10,14,70.34698795180722,70.27228915662651,0.07469879518071654
10,13,70.34698795180722,70.27650602409639,0.0704819277108415
10,12,70.34698795180722,70.21144578313253,0.13554216867469604
10,11,70.34698795180722,70.2566265060241,0.09036144578312699
10,10,70.34698795180722,70.06807228915662,0.27891566265060286
10,9,70.34698795180722,70.10240963855422,0.24457831325300772
10,8,70.34698795180722,69.694578313253,0.6524096385542189
10,7,70.34698795180722,70.16265060240964,0.18433734939758972
10,6,70.34698795180722,70.0566265060241,0.29036144578312717
10,5,70.34698795180722,60.31746987951807,10.029518072289157
10,4,70.34698795180722,56.17650602409638,14.170481927710842
10,3,70.34698795180722,50.36084337349398,19.986144578313247
